Injection,ImageIndex,Top_1,Top_2,Top_3,Top_4,Top_5,Golden,Bit,NoChange
82,65,2,0,1,6,9,2,20,False
82,66,3,7,1,8,9,3,20,False
82,67,7,4,2,5,9,7,20,False
82,68,2,5,4,3,7,2,20,False
82,69,8,0,4,9,1,8,20,False
82,70,8,0,1,9,7,8,20,False
82,71,0,9,1,7,8,0,20,False
82,72,2,6,0,9,4,2,20,False
82,73,9,0,2,7,1,9,20,False
82,74,3,5,1,0,7,3,20,False
82,75,3,5,7,6,4,3,20,False
82,76,8,0,4,7,9,8,20,False
82,77,1,9,0,6,3,1,20,False
82,78,1,9,5,4,8,1,20,False
82,79,7,5,4,2,8,7,20,False
82,80,2,3,6,4,7,2,20,False
82,81,5,7,9,3,2,5,20,False
82,82,2,3,7,5,9,2,20,False
82,83,7,3,4,0,9,7,20,False
82,84,0,1,4,8,9,0,20,False
82,85,3,6,2,5,1,3,20,False
82,86,4,7,5,2,3,4,20,False
82,87,0,2,8,6,4,0,20,False
82,88,0,2,6,9,1,0,20,False
82,89,4,7,5,3,2,4,20,False
82,90,5,4,7,3,8,5,20,False
82,91,1,9,7,8,3,1,20,False
82,92,1,9,3,7,2,1,20,False
82,93,4,6,2,3,5,4,20,False
82,94,2,6,3,4,5,2,20,False
82,95,1,9,8,0,6,1,20,False
82,96,4,0,7,1,9,4,20,False
82,97,3,6,2,7,4,2,20,False
82,98,1,9,7,3,4,1,20,False
82,99,3,5,0,1,9,5,20,False
83,0,3,5,1,6,2,3,21,False
83,1,8,1,0,9,6,8,21,False
83,2,8,1,9,0,2,8,21,False
83,3,0,8,9,3,1,0,21,False
83,4,6,2,3,4,1,6,21,False
83,5,6,3,5,4,2,6,21,False
83,6,1,9,3,0,5,1,21,False
83,7,6,2,5,0,9,6,21,False
83,8,3,5,4,7,6,3,21,False
83,9,1,9,8,3,6,1,21,False
83,10,0,3,4,5,2,0,21,False
83,11,9,1,7,0,8,9,21,False
83,12,4,5,6,7,3,5,21,False
83,13,7,3,5,2,4,7,21,False
83,14,9,1,7,3,8,9,21,False
83,15,8,1,6,5,0,8,21,False
83,16,5,7,3,6,4,5,21,False
83,17,7,9,4,1,2,7,21,False
83,18,8,9,1,0,6,8,21,False
83,19,6,2,9,8,1,6,21,False
83,20,7,5,0,9,3,7,21,False
83,21,0,2,3,9,6,0,21,False
83,22,4,6,3,2,8,4,21,False
83,23,9,1,3,0,7,9,21,False
83,24,5,3,4,7,9,5,21,False
83,25,2,3,5,0,4,2,21,False
83,26,4,3,5,7,6,4,21,False
83,27,0,6,2,9,7,0,21,False
83,28,9,1,0,6,8,9,21,False
83,29,6,4,2,7,5,6,21,False
83,30,6,5,1,3,4,6,21,False
83,31,5,3,6,4,2,5,21,False
83,32,4,8,2,9,6,4,21,False
83,33,5,6,4,3,2,5,21,False
83,34,9,0,1,8,7,9,21,False
83,35,3,2,1,8,9,2,21,False
83,36,4,7,5,3,6,4,21,False
83,37,1,9,0,8,3,1,21,False
83,38,9,1,8,6,3,9,21,False
83,39,5,4,2,6,3,5,21,False
83,40,4,2,7,0,9,4,21,False
83,41,6,3,5,1,2,6,21,False
83,42,5,3,7,2,1,5,21,False
83,43,6,2,5,3,8,6,21,False
83,44,0,1,7,9,2,0,21,False
83,45,9,1,0,3,7,9,21,False
83,46,3,6,5,4,2,3,21,False
83,47,9,1,8,0,3,9,21,False
83,48,7,5,4,1,3,7,21,False
83,49,6,0,7,4,5,6,21,False
83,50,9,1,0,3,6,9,21,False
83,51,8,4,6,9,7,8,21,False
83,52,2,7,3,0,1,0,21,False
83,53,3,5,6,4,2,3,21,False
83,54,8,0,1,9,4,8,21,False
83,55,8,9,2,0,5,8,21,False
83,56,7,5,3,2,4,7,21,False
83,57,7,3,5,6,9,7,21,False
83,58,5,7,4,2,3,4,21,False
83,59,3,5,6,1,0,6,21,False
83,60,7,5,3,4,1,7,21,False
83,61,5,3,6,7,4,3,21,False
83,62,3,1,9,2,5,3,21,False
83,63,2,6,4,9,7,2,21,False
83,64,1,8,9,0,6,1,21,False
83,65,2,0,1,6,9,2,21,False
83,66,3,7,8,1,9,3,21,False
83,67,7,4,2,5,9,7,21,False
83,68,2,5,3,4,7,2,21,False
83,69,8,0,4,9,1,8,21,False
83,70,8,0,1,7,9,8,21,False
83,71,0,9,1,7,8,0,21,False
83,72,2,6,0,9,4,2,21,False
83,73,9,0,2,7,1,9,21,False
83,74,3,5,1,0,7,3,21,False
83,75,3,5,7,6,4,3,21,False
83,76,8,0,4,7,9,8,21,False
83,77,1,9,0,6,3,1,21,False
83,78,1,9,5,4,8,1,21,False
83,79,7,5,4,2,8,7,21,False
83,80,2,3,6,4,7,2,21,False
83,81,5,7,9,3,2,5,21,False
83,82,2,3,7,5,9,2,21,False
83,83,7,3,4,0,9,7,21,False
83,84,0,1,4,8,9,0,21,False
83,85,3,6,2,5,1,3,21,False
83,86,4,7,5,2,3,4,21,False
83,87,0,2,8,6,4,0,21,False
83,88,0,2,6,9,1,0,21,False
83,89,4,7,5,3,2,4,21,False
83,90,5,4,7,3,8,5,21,False
83,91,1,9,7,8,3,1,21,False
83,92,1,9,3,7,2,1,21,False
83,93,4,6,2,3,5,4,21,False
83,94,2,6,3,4,5,2,21,False
83,95,1,9,8,0,6,1,21,False
83,96,4,0,7,1,9,4,21,False
83,97,3,6,2,7,0,2,21,False
83,98,1,9,7,3,4,1,21,False
83,99,3,5,0,1,9,5,21,False
84,0,3,5,1,6,2,3,22,False
84,1,8,1,0,9,3,8,22,False
84,2,8,1,9,0,2,8,22,False
84,3,0,8,9,3,2,0,22,False
84,4,6,2,3,4,1,6,22,False
84,5,6,3,5,4,2,6,22,False
84,6,1,9,3,0,5,1,22,False
84,7,6,2,5,0,9,6,22,False
84,8,3,5,4,7,6,3,22,False
84,9,1,9,8,3,6,1,22,False
84,10,0,3,4,5,2,0,22,False
84,11,9,1,7,8,0,9,22,False
84,12,4,5,6,7,3,5,22,False
84,13,7,3,5,2,4,7,22,False
84,14,9,1,7,8,3,9,22,False
84,15,8,1,6,0,5,8,22,False
84,16,5,7,3,6,4,5,22,False
84,17,7,9,4,1,2,7,22,False
84,18,8,9,1,0,6,8,22,False
84,19,6,2,9,8,1,6,22,False
84,20,7,5,0,9,4,7,22,False
84,21,0,2,3,9,6,0,22,False
84,22,4,6,3,2,8,4,22,False
84,23,9,1,3,0,7,9,22,False
84,24,5,3,4,7,9,5,22,False
84,25,2,3,5,0,4,2,22,False
84,26,4,3,5,7,6,4,22,False
84,27,0,6,2,9,7,0,22,False
84,28,9,1,8,0,6,9,22,False
84,29,6,4,2,7,5,6,22,False
84,30,6,5,1,3,4,6,22,False
84,31,5,3,6,4,2,5,22,False
84,32,4,8,2,9,6,4,22,False
84,33,5,6,4,3,9,5,22,False
84,34,9,0,1,8,7,9,22,False
84,35,3,2,1,8,9,2,22,False
84,36,4,7,5,3,6,4,22,False
84,37,1,9,0,8,3,1,22,False
84,38,9,1,8,3,6,9,22,False
84,39,5,4,2,6,7,5,22,False
84,40,4,2,7,0,8,4,22,False
84,41,6,3,5,1,2,6,22,False
84,42,5,3,2,7,1,5,22,False
84,43,6,2,5,3,8,6,22,False
84,44,0,1,7,9,2,0,22,False
84,45,9,1,0,3,7,9,22,False
84,46,3,6,5,4,2,3,22,False
84,47,9,8,1,0,3,9,22,False
84,48,7,5,4,1,3,7,22,False
84,49,6,7,0,4,5,6,22,False
84,50,9,1,0,3,8,9,22,False
84,51,8,4,6,9,7,8,22,False
84,52,2,7,0,3,1,0,22,False
84,53,3,5,6,4,2,3,22,False
84,54,8,0,1,9,4,8,22,False
84,55,8,9,2,0,1,8,22,False
84,56,7,5,3,4,2,7,22,False
84,57,7,3,5,9,6,7,22,False
84,58,5,7,4,3,2,4,22,False
84,59,3,5,6,1,0,6,22,False
84,60,7,5,3,4,1,7,22,False
84,61,5,3,6,7,4,3,22,False
84,62,3,1,9,2,5,3,22,False
84,63,2,6,4,9,7,2,22,False
84,64,1,8,9,0,6,1,22,False
84,65,2,0,1,6,9,2,22,False
84,66,3,7,1,8,9,3,22,False
84,67,7,4,5,2,9,7,22,False
84,68,2,5,4,3,7,2,22,False
84,69,8,0,4,9,1,8,22,False
84,70,8,0,1,9,7,8,22,False
84,71,0,9,1,7,8,0,22,False
84,72,2,6,0,9,4,2,22,False
84,73,9,0,2,7,1,9,22,False
84,74,3,5,1,0,7,3,22,False
84,75,3,5,7,6,4,3,22,False
84,76,8,0,4,7,9,8,22,False
84,77,1,9,0,6,3,1,22,False
84,78,1,9,5,4,8,1,22,False
84,79,7,5,4,2,8,7,22,False
84,80,2,3,7,4,6,2,22,False
84,81,5,7,9,3,2,5,22,False
84,82,2,3,7,5,9,2,22,False
84,83,7,3,4,0,9,7,22,False
84,84,0,1,4,8,9,0,22,False
84,85,3,6,2,5,1,3,22,False
84,86,4,7,5,2,3,4,22,False
84,87,0,2,8,6,4,0,22,False
84,88,0,2,6,9,1,0,22,False
84,89,4,7,5,3,2,4,22,False
84,90,5,4,7,3,8,5,22,False
84,91,1,9,7,8,3,1,22,False
84,92,1,9,3,7,2,1,22,False
84,93,4,6,2,3,5,4,22,False
84,94,2,6,3,4,5,2,22,False
84,95,1,9,8,0,6,1,22,False
84,96,4,0,7,1,9,4,22,False
84,97,3,6,2,7,8,2,22,False
84,98,1,9,7,3,4,1,22,False
84,99,3,5,0,1,9,5,22,False
85,0,3,5,1,6,2,3,23,False
85,1,8,1,0,9,6,8,23,False
85,2,8,1,9,0,2,8,23,False
85,3,0,8,9,1,3,0,23,False
85,4,6,2,3,4,1,6,23,False
85,5,6,3,5,4,2,6,23,False
85,6,1,9,3,0,5,1,23,False
85,7,6,2,5,9,0,6,23,False
85,8,3,5,4,7,6,3,23,False
85,9,1,9,8,3,6,1,23,False
85,10,0,3,4,5,2,0,23,False
85,11,9,1,7,0,8,9,23,False
85,12,4,5,6,3,7,5,23,False
85,13,7,3,5,2,4,7,23,False
85,14,9,1,7,3,0,9,23,False
85,15,8,1,6,5,0,8,23,False
85,16,5,7,3,6,4,5,23,False
85,17,7,9,1,4,2,7,23,False
85,18,8,9,1,0,6,8,23,False
85,19,6,2,8,4,9,6,23,False
85,20,7,5,0,9,3,7,23,False
85,21,0,2,3,9,6,0,23,False
85,22,4,6,3,2,8,4,23,False
85,23,9,1,3,0,7,9,23,False
85,24,5,3,4,7,2,5,23,False
85,25,2,3,5,0,4,2,23,False
85,26,4,3,5,7,6,4,23,False
85,27,0,6,2,9,7,0,23,False
85,28,9,1,6,0,7,9,23,False
85,29,6,4,2,7,5,6,23,False
85,30,6,5,3,1,2,6,23,False
85,31,5,3,6,4,7,5,23,False
85,32,4,8,2,9,6,4,23,False
85,33,5,6,4,3,2,5,23,False
85,34,9,0,1,8,7,9,23,False
85,35,3,2,1,8,9,2,23,False
85,36,4,7,5,3,6,4,23,False
85,37,1,9,0,8,3,1,23,False
85,38,9,1,8,6,3,9,23,False
85,39,5,4,6,2,3,5,23,False
85,40,4,2,7,0,8,4,23,False
85,41,6,3,5,4,2,6,23,False
85,42,5,3,7,2,0,5,23,False
85,43,6,2,5,8,3,6,23,False
85,44,0,1,7,9,2,0,23,False
85,45,9,1,0,3,7,9,23,False
85,46,3,6,5,4,2,3,23,False
85,47,9,1,8,0,3,9,23,False
85,48,7,5,4,1,3,7,23,False
85,49,6,0,4,2,5,6,23,False
85,50,9,0,1,6,8,9,23,False
85,51,8,4,6,9,7,8,23,False
85,52,2,7,3,5,0,0,23,False
85,53,3,5,6,4,2,3,23,False
85,54,8,0,1,9,4,8,23,False
85,55,8,9,0,2,5,8,23,False
85,56,7,5,2,3,4,7,23,False
85,57,7,3,5,6,9,7,23,False
85,58,5,7,4,2,3,4,23,False
85,59,3,5,6,1,0,6,23,False
85,60,7,5,3,4,1,7,23,False
85,61,5,3,6,7,4,3,23,False
85,62,3,1,9,2,5,3,23,False
85,63,2,6,4,9,7,2,23,False
85,64,1,8,0,9,6,1,23,False
85,65,2,0,6,1,9,2,23,False
85,66,3,8,7,5,1,3,23,False
85,67,7,4,2,5,9,7,23,False
85,68,2,5,3,4,7,2,23,False
85,69,8,0,4,9,1,8,23,False
85,70,8,0,1,7,2,8,23,False
85,71,0,9,1,8,7,0,23,False
85,72,2,6,0,9,4,2,23,False
85,73,9,0,2,7,1,9,23,False
85,74,3,5,1,0,7,3,23,False
85,75,3,5,7,6,4,3,23,False
85,76,8,0,4,7,9,8,23,False
85,77,1,9,0,6,3,1,23,False
85,78,1,5,9,4,8,1,23,False
85,79,7,5,4,2,0,7,23,False
85,80,2,3,6,4,7,2,23,False
85,81,5,7,9,2,3,5,23,False
85,82,2,7,3,5,9,2,23,False
85,83,7,3,0,9,4,7,23,False
85,84,0,1,4,8,9,0,23,False
85,85,3,6,2,5,1,3,23,False
85,86,4,7,5,3,2,4,23,False
85,87,0,2,8,6,4,0,23,False
85,88,0,2,6,9,1,0,23,False
85,89,4,7,5,3,8,4,23,False
85,90,5,4,7,3,2,5,23,False
85,91,1,9,7,8,3,1,23,False
85,92,1,9,3,7,2,1,23,False
85,93,4,6,2,3,5,4,23,False
85,94,2,6,3,4,5,2,23,False
85,95,1,9,8,0,6,1,23,False
85,96,4,0,7,1,9,4,23,False
85,97,3,6,2,0,4,2,23,False
85,98,1,9,7,3,8,1,23,False
85,99,3,5,0,1,6,5,23,False
86,0,3,5,1,2,6,3,24,False
86,1,8,1,0,9,3,8,24,False
86,2,8,1,9,0,2,8,24,False
86,3,0,8,9,3,2,0,24,False
86,4,6,2,1,3,4,6,24,False
86,5,6,3,5,4,2,6,24,False
86,6,1,9,3,0,5,1,24,False
86,7,6,2,5,0,9,6,24,False
86,8,3,5,4,7,6,3,24,False
86,9,1,9,8,3,2,1,24,False
86,10,0,3,4,5,2,0,24,False
86,11,9,1,7,8,0,9,24,False
86,12,5,4,6,7,3,5,24,False
86,13,7,3,5,2,4,7,24,False
86,14,9,1,7,8,3,9,24,False
86,15,8,1,6,0,5,8,24,False
86,16,5,7,3,6,9,5,24,False
86,17,7,9,4,1,2,7,24,False
86,18,8,9,1,0,6,8,24,False
86,19,6,2,9,8,1,6,24,False
86,20,7,5,9,0,4,7,24,False
86,21,0,2,3,9,6,0,24,False
86,22,4,6,3,2,8,4,24,False
86,23,9,1,3,0,7,9,24,False
86,24,5,3,4,7,9,5,24,False
86,25,2,3,5,4,0,2,24,False
86,26,4,3,5,7,6,4,24,False
86,27,0,6,2,9,7,0,24,False
86,28,9,1,8,7,3,9,24,False
86,29,6,4,2,7,5,6,24,False
86,30,6,5,1,3,4,6,24,False
86,31,5,3,6,4,2,5,24,False
86,32,4,8,2,9,6,4,24,False
86,33,5,6,4,3,9,5,24,False
86,34,9,0,1,8,7,9,24,False
86,35,3,2,1,8,9,2,24,False
86,36,4,7,5,3,6,4,24,False
86,37,1,9,0,8,3,1,24,False
86,38,9,1,8,3,7,9,24,False
86,39,5,4,2,7,6,5,24,False
86,40,4,2,7,0,8,4,24,False
86,41,6,5,3,1,2,6,24,False
86,42,5,3,2,7,1,5,24,False
86,43,6,2,5,3,8,6,24,False
86,44,0,1,7,9,2,0,24,False
86,45,9,1,0,3,7,9,24,False
86,46,3,6,5,4,2,3,24,False
86,47,9,8,1,3,0,9,24,False
86,48,7,5,4,1,3,7,24,False
86,49,6,7,0,4,5,6,24,False
86,50,9,1,0,3,8,9,24,False
86,51,8,4,6,9,7,8,24,False
86,52,2,7,0,3,1,0,24,False
86,53,3,5,6,4,2,3,24,False
86,54,8,0,1,9,4,8,24,False
86,55,8,9,2,0,3,8,24,False
86,56,7,5,3,4,2,7,24,False
86,57,7,3,5,9,6,7,24,False
86,58,5,7,4,3,6,4,24,False
86,59,3,5,6,1,0,6,24,False
86,60,7,5,3,4,1,7,24,False
86,61,5,3,6,7,4,3,24,False
86,62,3,1,9,2,5,3,24,False
86,63,2,6,4,9,7,2,24,False
86,64,1,8,9,0,6,1,24,False
86,65,2,0,1,6,9,2,24,False
86,66,3,7,1,8,9,3,24,False
86,67,7,4,5,9,2,7,24,False
86,68,2,5,4,3,8,2,24,False
86,69,8,0,4,9,1,8,24,False
86,70,8,0,1,9,7,8,24,False
86,71,0,9,1,7,8,0,24,False
86,72,2,6,0,9,4,2,24,False
86,73,9,0,2,7,1,9,24,False
86,74,3,5,1,7,0,3,24,False
86,75,3,5,7,6,4,3,24,False
86,76,8,0,4,7,9,8,24,False
86,77,1,9,0,3,6,1,24,False
86,78,1,9,5,4,8,1,24,False
86,79,7,5,4,2,8,7,24,False
86,80,2,3,7,5,4,2,24,False
86,81,5,7,9,3,2,5,24,False
86,82,2,3,7,5,9,2,24,False
86,83,7,3,4,9,0,7,24,False
86,84,0,1,4,8,9,0,24,False
86,85,3,6,2,5,1,3,24,False
86,86,4,7,5,2,3,4,24,False
86,87,0,2,8,6,4,0,24,False
86,88,0,2,6,9,1,0,24,False
86,89,4,7,5,2,3,4,24,False
86,90,5,4,7,3,8,5,24,False
86,91,1,9,7,8,3,1,24,False
86,92,1,9,3,7,2,1,24,False
86,93,4,6,2,3,5,4,24,False
86,94,2,6,3,4,5,2,24,False
86,95,1,9,8,0,6,1,24,False
86,96,4,7,0,1,9,4,24,False
86,97,3,6,2,7,5,2,24,False
86,98,1,9,7,3,4,1,24,False
86,99,3,5,0,1,9,5,24,False
87,0,3,5,1,2,6,3,25,False
87,1,8,1,0,9,3,8,25,False
87,2,8,1,9,0,2,8,25,False
87,3,0,8,9,3,2,0,25,False
87,4,6,2,1,4,3,6,25,False
87,5,6,3,5,4,9,6,25,False
87,6,1,9,3,0,5,1,25,False
87,7,6,2,5,0,9,6,25,False
87,8,3,5,4,7,6,3,25,False
87,9,1,9,8,3,2,1,25,False
87,10,0,4,3,5,2,0,25,False
87,11,9,1,7,8,0,9,25,False
87,12,5,4,6,7,3,5,25,False
87,13,7,3,5,2,4,7,25,False
87,14,9,1,7,8,3,9,25,False
87,15,8,1,6,0,5,8,25,False
87,16,5,7,3,6,9,5,25,False
87,17,7,9,4,1,2,7,25,False
87,18,8,9,1,0,6,8,25,False
87,19,6,2,9,8,1,6,25,False
87,20,7,5,9,4,0,7,25,False
87,21,0,2,3,6,9,0,25,False
87,22,4,6,3,2,8,4,25,False
87,23,9,1,3,0,7,9,25,False
87,24,5,3,4,7,9,5,25,False
87,25,2,3,5,4,0,2,25,False
87,26,4,3,5,7,6,4,25,False
87,27,0,6,2,9,7,0,25,False
87,28,9,1,8,7,3,9,25,False
87,29,6,4,2,7,5,6,25,False
87,30,6,5,1,4,3,6,25,False
87,31,5,3,6,4,2,5,25,False
87,32,4,8,2,9,6,4,25,False
87,33,5,6,4,9,3,5,25,False
87,34,9,0,1,8,7,9,25,False
87,35,3,2,1,8,9,2,25,False
87,36,4,7,5,3,6,4,25,False
87,37,1,9,0,8,3,1,25,False
87,38,9,1,8,3,7,9,25,False
87,39,5,4,2,7,6,5,25,False
87,40,4,2,7,0,8,4,25,False
87,41,6,5,3,1,2,6,25,False
87,42,5,3,2,7,1,5,25,False
87,43,6,2,5,3,8,6,25,False
87,44,0,1,7,9,2,0,25,False
87,45,9,1,0,3,7,9,25,False
87,46,3,6,5,4,2,3,25,False
87,47,9,8,1,3,0,9,25,False
87,48,7,5,4,1,3,7,25,False
87,49,6,7,4,0,5,6,25,False
87,50,9,1,0,3,8,9,25,False
87,51,8,4,6,9,7,8,25,False
87,52,2,7,0,3,1,0,25,False
87,53,3,5,6,4,9,3,25,False
87,54,8,0,1,9,4,8,25,False
87,55,8,9,2,0,3,8,25,False
87,56,7,5,3,4,2,7,25,False
87,57,7,3,5,9,6,7,25,False
87,58,5,7,4,3,6,4,25,False
87,59,3,5,6,1,0,6,25,False
87,60,7,5,3,4,1,7,25,False
87,61,5,3,6,7,4,3,25,False
87,62,3,1,9,2,5,3,25,False
87,63,2,6,4,9,7,2,25,False
87,64,1,8,9,0,6,1,25,False
87,65,2,0,1,6,9,2,25,False
87,66,3,7,1,8,9,3,25,False
87,67,7,4,5,9,2,7,25,False
87,68,2,5,4,3,8,2,25,False
87,69,8,0,4,9,1,8,25,False
87,70,8,0,1,9,7,8,25,False
87,71,0,9,7,1,8,0,25,False
87,72,2,6,0,9,4,2,25,False
87,73,9,0,2,7,1,9,25,False
87,74,3,5,1,7,0,3,25,False
87,75,3,5,7,6,4,3,25,False
87,76,8,0,4,7,9,8,25,False
87,77,1,9,0,3,6,1,25,False
87,78,1,9,5,4,8,1,25,False
87,79,7,4,5,2,8,7,25,False
87,80,2,3,7,5,4,2,25,False
87,81,5,7,9,3,2,5,25,False
87,82,2,3,7,5,9,2,25,False
87,83,7,3,4,9,0,7,25,False
87,84,0,1,4,8,9,0,25,False
87,85,3,6,2,5,1,3,25,False
87,86,4,7,5,2,3,4,25,False
87,87,0,2,8,6,4,0,25,False
87,88,0,2,6,9,1,0,25,False
87,89,4,7,5,2,3,4,25,False
87,90,5,4,7,3,8,5,25,False
87,91,1,9,8,7,3,1,25,False
87,92,1,9,3,7,2,1,25,False
87,93,4,6,2,3,5,4,25,False
87,94,2,6,3,4,5,2,25,False
87,95,1,9,8,0,6,1,25,False
87,96,4,7,0,9,1,4,25,False
87,97,3,6,2,7,5,2,25,False
87,98,1,9,7,3,4,1,25,False
87,99,3,5,0,9,1,5,25,False
88,0,3,5,1,2,6,3,26,False
88,1,8,1,0,9,3,8,26,False
88,2,8,1,9,0,2,8,26,False
88,3,0,8,9,3,2,0,26,False
88,4,6,2,1,4,3,6,26,False
88,5,6,3,5,4,9,6,26,False
88,6,1,9,3,0,5,1,26,False
88,7,6,2,5,0,9,6,26,False
88,8,3,5,4,7,6,3,26,False
88,9,1,9,8,3,2,1,26,False
88,10,0,4,3,5,2,0,26,False
88,11,9,1,7,8,0,9,26,False
88,12,5,4,6,7,3,5,26,False
88,13,7,3,5,2,4,7,26,False
88,14,9,1,7,8,3,9,26,False
88,15,8,1,6,0,5,8,26,False
88,16,5,7,3,6,9,5,26,False
88,17,7,9,4,1,2,7,26,False
88,18,8,9,1,0,6,8,26,False
88,19,6,2,9,8,1,6,26,False
88,20,7,5,9,4,0,7,26,False
88,21,0,2,3,6,9,0,26,False
88,22,4,6,3,2,8,4,26,False
88,23,9,1,3,0,7,9,26,False
88,24,5,3,4,7,9,5,26,False
88,25,2,3,5,4,0,2,26,False
88,26,4,3,5,7,6,4,26,False
88,27,0,6,2,9,7,0,26,False
88,28,9,1,8,7,3,9,26,False
88,29,6,4,2,7,5,6,26,False
88,30,6,5,1,4,3,6,26,False
88,31,5,3,6,4,2,5,26,False
88,32,4,8,2,9,6,4,26,False
88,33,5,6,4,9,3,5,26,False
88,34,9,0,1,8,7,9,26,False
88,35,3,2,1,8,9,2,26,False
88,36,4,7,5,3,6,4,26,False
88,37,1,9,0,8,3,1,26,False
88,38,9,1,8,3,7,9,26,False
88,39,5,4,2,7,6,5,26,False
88,40,4,2,7,0,9,4,26,False
88,41,6,5,3,1,2,6,26,False
88,42,5,3,2,7,1,5,26,False
88,43,6,2,5,3,8,6,26,False
88,44,0,1,7,9,2,0,26,False
88,45,9,1,0,3,7,9,26,False
88,46,3,6,5,4,2,3,26,False
88,47,9,8,1,3,0,9,26,False
88,48,7,5,4,1,3,7,26,False
88,49,6,7,4,0,5,6,26,False
88,50,9,1,0,3,8,9,26,False
88,51,8,4,6,9,7,8,26,False
88,52,2,7,0,3,1,0,26,False
88,53,3,5,6,4,9,3,26,False
88,54,8,0,1,9,4,8,26,False
88,55,8,9,2,0,3,8,26,False
88,56,7,5,3,4,2,7,26,False
88,57,7,3,5,9,6,7,26,False
88,58,5,7,4,3,6,4,26,False
88,59,3,5,6,1,0,6,26,False
88,60,7,3,5,4,1,7,26,False
88,61,5,3,6,7,4,3,26,False
88,62,3,1,9,2,5,3,26,False
88,63,2,6,4,9,7,2,26,False
88,64,1,8,9,0,3,1,26,False
88,65,2,0,1,6,9,2,26,False
88,66,3,7,1,8,9,3,26,False
88,67,7,4,5,9,2,7,26,False
88,68,2,5,4,3,8,2,26,False
88,69,8,0,4,9,1,8,26,False
88,70,8,0,1,9,7,8,26,False
88,71,0,9,7,1,8,0,26,False
88,72,2,6,0,9,4,2,26,False
88,73,9,0,2,7,1,9,26,False
88,74,3,5,1,7,0,3,26,False
88,75,3,5,7,6,4,3,26,False
88,76,8,0,4,7,9,8,26,False
88,77,1,9,0,3,6,1,26,False
88,78,1,9,5,4,8,1,26,False
88,79,7,4,5,2,8,7,26,False
88,80,2,5,3,7,4,2,26,False
88,81,5,7,9,3,2,5,26,False
88,82,2,3,7,5,9,2,26,False
88,83,7,3,4,9,0,7,26,False
88,84,0,1,4,8,9,0,26,False
88,85,3,6,2,5,1,3,26,False
88,86,4,7,5,2,3,4,26,False
88,87,0,2,8,6,4,0,26,False
88,88,0,2,6,9,1,0,26,False
88,89,4,7,5,2,3,4,26,False
88,90,5,4,7,3,8,5,26,False
88,91,1,9,8,7,3,1,26,False
88,92,1,9,3,7,2,1,26,False
88,93,4,6,2,3,5,4,26,False
88,94,2,6,3,4,5,2,26,False
88,95,1,9,8,0,6,1,26,False
88,96,4,7,0,9,1,4,26,False
88,97,3,6,2,7,5,2,26,False
88,98,1,9,7,3,4,1,26,False
88,99,5,3,0,9,1,5,26,False
89,0,3,5,1,2,6,3,27,False
89,1,8,1,0,9,3,8,27,False
89,2,8,1,9,0,2,8,27,False
89,3,0,8,9,3,2,0,27,False
89,4,6,2,1,4,3,6,27,False
89,5,6,3,5,4,9,6,27,False
89,6,1,9,3,0,5,1,27,False
89,7,6,2,5,0,9,6,27,False
89,8,3,5,4,7,6,3,27,False
89,9,1,9,8,3,2,1,27,False
89,10,0,4,3,5,2,0,27,False
89,11,9,1,7,8,0,9,27,False
89,12,5,4,6,7,3,5,27,False
89,13,7,3,5,2,4,7,27,False
89,14,9,1,7,8,3,9,27,False
89,15,8,1,6,0,5,8,27,False
89,16,5,7,3,6,9,5,27,False
89,17,7,9,4,1,2,7,27,False
89,18,8,9,1,0,6,8,27,False
89,19,6,2,9,8,1,6,27,False
89,20,7,5,9,4,0,7,27,False
89,21,0,2,3,6,9,0,27,False
89,22,4,6,3,2,8,4,27,False
89,23,9,1,3,0,7,9,27,False
89,24,5,3,4,7,9,5,27,False
89,25,2,3,5,4,0,2,27,False
89,26,4,3,5,7,6,4,27,False
89,27,0,6,2,9,7,0,27,False
89,28,9,1,8,7,3,9,27,False
89,29,6,4,2,7,5,6,27,False
89,30,6,5,1,4,3,6,27,False
89,31,5,3,6,4,2,5,27,False
89,32,4,8,2,9,6,4,27,False
89,33,5,6,4,9,3,5,27,False
89,34,9,0,1,8,7,9,27,False
89,35,3,2,1,8,9,2,27,False
89,36,4,7,5,3,6,4,27,False
89,37,1,9,0,8,3,1,27,False
89,38,9,1,8,3,7,9,27,False
89,39,5,4,2,7,6,5,27,False
89,40,4,2,7,0,9,4,27,False
89,41,6,5,3,1,2,6,27,False
89,42,5,3,2,7,1,5,27,False
89,43,6,2,5,3,8,6,27,False
89,44,0,1,7,9,2,0,27,False
89,45,9,1,0,3,7,9,27,False
89,46,3,6,5,4,2,3,27,False
89,47,9,8,1,3,0,9,27,False
89,48,7,5,4,1,3,7,27,False
89,49,6,7,4,0,5,6,27,False
89,50,9,1,0,3,8,9,27,False
89,51,8,4,6,9,7,8,27,False
89,52,2,7,0,3,1,0,27,False
89,53,3,5,6,4,9,3,27,False
89,54,8,0,1,9,4,8,27,False
89,55,8,9,2,0,3,8,27,False
89,56,7,5,3,4,2,7,27,False
89,57,7,3,5,9,6,7,27,False
89,58,5,7,4,3,6,4,27,False
89,59,3,5,6,1,0,6,27,False
89,60,7,3,5,4,1,7,27,False
89,61,5,3,6,7,4,3,27,False
